id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors
321,A Game for the Living,['Fiction'],"Grove/Atlantic, Inc.",2014-11-11,288.0,https://play.google.com/store/books/details?id=FrDSDwAAQBAJ&rdid=book-FrDSDwAAQBAJ&rdot=1&source=gbs_api,2.99,3.0,2.0,NOT_MATURE,en,"An “elegant and psychologically sophisticated” novel about two men with a murdered women between them (Cleveland Plain Dealer). Ramón, a devout Catholic, fixes furniture in Mexico City, not far from where he was born into poverty. Theodore, a rich German expatriate and painter, believes in nothing at all. You’d think the two had nothing in common. Except, of course, that both had slept with Lelia. The two form an unlikely friendship, until Lelia is found brutally murdered. Both are suspects—and each suspects the other. Twisting in a limbo of tension and doubt, Ramón and Theodore seize on a third man, a thief seen at Lelia’s apartment, and their hunt takes them from Mexico City to sun-drenched Acapulco, and to a small colonial mountain town. An atmospheric, psychologically complex novel, A Game for the Living is Highsmith at her best.",http://books.google.com/books/content?id=FrDSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
322,The Boy Who Followed Ripley,['Fiction'],W. W. Norton & Company,2008-09-17,336.0,https://play.google.com/store/books/details?id=cHnk8zh4XdEC&rdid=book-cHnk8zh4XdEC&rdot=1&source=gbs_api,14.95,,,NOT_MATURE,en,"""Ripley is an unmistakable descendant of Gatsby, that 'penniless young man without a past' who will stop at nothing."" —Frank Rich The Boy Who Followed Ripley, the fourth novel in the Ripley series, is one of Patricia Highsmith's darkest and most twisted creations. Tom Ripley meets a young American runaway who has a dark secret that he is desperate to hide. Soon this unlikely pair is drawn into the seamy underworld of Berlin and a shocking kidnapping. In this masterful thriller, Highsmith shatters our perceptions of her most famous creation by letting us glimpse a more compassionate side of this amoral charmer.",http://books.google.com/books/content?id=cHnk8zh4XdEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
323,People Who Knock on the Door,['Fiction'],W. W. Norton & Company,2001-11-17,320.0,https://play.google.com/store/books/details?id=ccCVxSNZ7AIC&rdid=book-ccCVxSNZ7AIC&rdot=1&source=gbs_api,14.95,,,NOT_MATURE,en,"""Highsmith's novels are peerlessly disturbing...bad dreams that keep us thrashing for the rest of the night."" —The New Yorker With the savage humor of Evelyn Waugh and the macabre sensibility of Edgar Allan Poe, Patricia Highsmith brought a distinct twentieth-century acuteness to her prolific body of fiction. In her more than twenty novels, psychopaths lie in wait amid the milieu of the mundane, in the neighbor clipping the hedges or the spouse asleep next to you at night. Now, Norton continues the revival of this noir genius with another of her lost masterpieces: a later work from 1983, People Who Knock on the Door, is a tale about blind faith and the slippery notion of justice that lies beneath the peculiarly American veneer of righteousness. This novel, out of print for years, again attests to Highsmith's reputation as ""the poet of apprehension"" (Graham Greene).",http://books.google.com/books/content?id=ccCVxSNZ7AIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
324,Tales of Natural and Unnatural Catastrophes,['Fiction'],Open Road + Grove/Atlantic,2011-11-08,192.0,https://play.google.com/store/books/details?id=s6Qke99f-jAC&rdid=book-s6Qke99f-jAC&rdot=1&source=gbs_api,1.99,,,NOT_MATURE,en,"The legendary writer Patricia Highsmith is best remembered today for her chilling psychological thrillers The Talented Mr. Ripley and Strangers on a Train, which was made into the classic film by Alfred Hitchcock and Raymond Chandler. A critically-acclaimed best seller in Europe, Highsmith struggled during her life for recognition in the United States, but since her death in 1995 Highsmith’s reputation has grown tremendously, and she is now recognized as one of the signature voices of the troubled twentieth century. “When the dust has settled,” critic A.N. Wilson wrote, “and when the chronicle of twentieth-century American literature comes to be written, history will place Highsmith at the top of the pyramid, as we should place Dostoevsky at the top of the Russian hierarchy of novelists.” Tales of Natural and Unnatural Catastrophes is the last short fiction published during Highsmith's lifetime. The ten eerily up-to-date stories chronicle a world gone slightly mad; environmental degradation, apocalyptic disaster, political chaos, and religious conservatism are captured in incisive prose that leaves us haunted with “afterimages that will tremble—but stay—in our minds” (The New Yorker).",http://books.google.com/books/content?id=s6Qke99f-jAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
325,Mermaids on the Golf Course: Stories,['Fiction'],W. W. Norton & Company,2003-07-17,240.0,https://play.google.com/store/books/details?id=_88431aBIZkC&rdid=book-_88431aBIZkC&rdot=1&source=gbs_api,12.95,4.0,1.0,NOT_MATURE,en,"The great revival of interest in Patricia Highsmith continues with this work that reveals the chilling reality behind the idyllic facade of American suburban life. The stories collected in Mermaids on the Golf Course are among Highsmith's most mature, psychologically penetrating works. As in the title story, in which a man's brush with death endows his everyday desires with tragic consequences, the warm familiarities of middle-class life become the eerie setting for Highsmith's chilling portrayals of violence, secrecy, and madness.",http://books.google.com/books/content?id=_88431aBIZkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
326,A Dog's Ransom,['Fiction'],W. W. Norton & Company,2002-08-17,256.0,https://play.google.com/store/books/details?id=OhMiCWwYcG4C&rdid=book-OhMiCWwYcG4C&rdot=1&source=gbs_api,12.95,4.0,1.0,NOT_MATURE,en,"Long out of print, this Highsmith classic resurfaces with a vengeance. The great revival of interest in Patricia Highsmith continues with the publication of this novel that will give dog owners nightmares for years to come. With an eerie simplicity of style, Highsmith turns our next-door neighbors into sadistic psychopaths, lying in wait among white picket fences and manicured lawns. In A Dog's Ransom, Highsmith blends a savage humor with brilliant social satire in this dark tale of a highminded criminal who hits a wealthy Manhattan couple where it hurts the most when he kidnaps their beloved poodle. This work attesets to Highsmith's reputation as ""the poet of apprehension"" (Graham Greene).",http://books.google.com/books/content?id=OhMiCWwYcG4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
327,"Slowly, Slowly in the Wind",['Fiction'],W. W. Norton & Company,2004-12-17,224.0,https://play.google.com/store/books/details?id=4-KUzseS330C&rdid=book-4-KUzseS330C&rdot=1&source=gbs_api,12.95,,,NOT_MATURE,en,"""Highsmith's writing is wicked . . . it puts a spell on you, after which you feel altered, even tainted.""—Entertainment Weekly Slowly, Slowly in the Wind brilliantly assembles many of Patricia Highsmith's most nuanced and psychologically suspenseful works. Rarely has an author articulated so well the hypocrisies of the Catholic Church while conveying the delusions of a writer's life and undermining the fantasy of suburban bliss. Each of these twelve pieces, like all great short fiction, is a crystal-clear snapshot of lives both static and full of chaos. In ""The Pond"" Highsmith explores the unforeseen calamities that can unalterably shatter a single woman's life, while ""The Network"" finds sinister loneliness and joy in the mundane yet engrossing friendships of a small community of urban dwellers. In this enduring and disturbing collection, Highsmith evokes the gravity and horror of her characters' surroundings with evenhanded prose and a detailed imagination.",http://books.google.com/books/content?id=4-KUzseS330C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
328,Little Tales of Misogyny,['Fiction'],W. W. Norton & Company,2002-08-17,119.0,,,4.5,3.0,NOT_MATURE,en,Introduces a gallery of highly unusual characters in these seventeen tales of women who destroy their men and women who destroy themselves.,http://books.google.com/books/content?id=wIiZWi8Up9MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
329,A Suspension of Mercy,['Fiction'],W. W. Norton & Company,2001-08-17,235.0,,,4.5,2.0,NOT_MATURE,en,"Sydney Bartleby, a mystery writer, pretends to murder and bury his wife while she is away on a trip, only to find himself a prime suspect in her death when she fails to return. Reprint.",http://books.google.com/books/content?id=SrilWVEvIv0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
330,The Glass Cell,['Fiction'],W. W. Norton & Company,2004-06-17,256.0,https://play.google.com/store/books/details?id=vDqj2ovPupwC&rdid=book-vDqj2ovPupwC&rdot=1&source=gbs_api,13.95,4.5,2.0,NOT_MATURE,en,"At last back in print, one of Patricia Highsmith's most disturbing works. Rife with overtones of Dostoyevsky, The Glass Cell, first published forty years ago, combines a quintessential Highsmith mystery with a penetrating critique of the psychological devastation wrought by the prison system. Falsely convicted of fraud, the easygoing but naive Philip Carter is sentenced to six lonely, drug-ravaged years in prison. Upon his release, Carter is a more suspicious and violent man. For those around him, earning back his trust can mean the difference between life and death. The Glass Cell's bleak and compelling portrait of daily prison life—and the consequences for those who live it—is, sadly, as relevant today as it was when the book was first published in 1964.",http://books.google.com/books/content?id=vDqj2ovPupwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
331,Ripley's Game,['Detective and mystery stories'],Arrow,2021-04-15,272.0,,,3.5,9.0,NOT_MATURE,en,,http://books.google.com/books/content?id=nbyNzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Patricia Highsmith']
332,The Black House,['Fiction'],W. W. Norton & Company,2004-12-17,270.0,,,4.0,1.0,NOT_MATURE,en,"A collection of dark tales, originally published in 1981, sketches the lives of suburban residents who appear normal at first but who are later revealed to have macabre realities. By the late author of The Talented Mr. Ripley. Reprint. 13,000 first printing.",http://books.google.com/books/content?id=I_CForu9IvEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
333,The Blunderer,,,1956,284.0,,,3.0,6.0,NOT_MATURE,en,,,['Patricia Highsmith']
334,Edith's Diary,['Fiction'],Atlantic Monthly Press,1989,317.0,,,,,NOT_MATURE,en,"To escape the terrible realities of an alcoholic son, a departed husband, a bedridden uncle, and a dreary parttime job, Edith records the activities of a happy family in her journal",http://books.google.com/books/content?id=H0fRr5T9KxQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Patricia Highsmith']
335,"The Snail-watcher, and Other Stories",['Manners and customs'],,1970,177.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=uYxBAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Patricia Highsmith']
336,The Story-teller,,,1965,192.0,,,,,NOT_MATURE,en,,,['Patricia Highsmith']
