,id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors,AuthorConnections,PublisherConnections
164,164,Asking the Right Questions 2,['Psychology'],Centre for Addiction and Mental Health,2007-03-31,72.0,,,,,NOT_MATURE,en,"Lesbian, gay, bisexual, transgendered, transsexual, two-spirited, intersex and queer (LGBTTTIQ) people have specific life factors that relate to substance use and/or mental health problems. These factors include coming out, gender transition, societal oppression, loss of family support, isolation, and the prominence of bar culture in their communities. This manual will help counsellors create an environment where LGBTTTIQ clients feel comfortable talking about their sexual orientation and gender identity. This will allow the counsellor to: best assess the needs of LGBTTTIQ clients engage clients in a positive treatment process develop tailored treatment plans make appropriate referrals. Asking the Right Questions 2 includes: interviewing items to facilitate discussion during assessment or early treatment an assessment form and specialized questions to integrate into your organization's standard assessment a glossary of concepts and terms. The manual will allow counsellors to help LGBTTTIQ clients become less anxious about their sexuality, and move toward receiving the best help possible. It will also help non-LGBTTTIQ counsellors to be more comfortable working with LGBTTTIQ clients. This manual is a revised and updated version of Asking the Right Questions: Talking about Sexual Orientation and Gender Identity during Assessment for Drug and Alcohol Concerns. It has been revised to include mental health issues, updated resources and an expanded glossary.",http://books.google.com/books/content?id=_PyKAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['Angela M. Barbara', 'Gloria Chaim', 'Farzana Doctor']",[40],[]
165,165,Six Metres of Pavement,['Fiction'],Dundurn,2011-02-17,384.0,https://play.google.com/store/books/details?id=yH04vSPFmNYC&rdid=book-yH04vSPFmNYC&rdot=1&source=gbs_api,22.99,4.0,1.0,NOT_MATURE,en,"Winner of the 2012 LAMBDA Literary Award for Best Lesbian Fiction and of the 2011 Rainbow Awards Ismail Boxwala made the worst mistake of his life one summer morning twenty years ago: he forgot his baby daughter in the back seat of his car. After his daughter’s tragic death, he struggles to continue living. A divorce, years of heavy drinking, and sex with strangers only leave him more alone and isolated. But Ismail’s story begins to change after he reluctantly befriends two women: Fatima, a young queer activist kicked out of her parents’ home; and Celia, his grieving Portuguese-Canadian neighbour who lives just six metres away. A slow-simmering romance develops between Ismail and Celia. Meanwhile, dangers lead Fatima to his doorstep. Each makes complicated demands of him, ones he is uncertain he can meet.",http://books.google.com/books/content?id=yH04vSPFmNYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Farzana Doctor'],[40],[]
166,166,The Black City,['Blacks'],,2018,365.0,,,,,NOT_MATURE,en,A portrait via interviews and essays of New York City at the end of the 1970s as the center of the African diaspora.,http://books.google.com/books/content?id=-uv2vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Hubert Fichte'],[44],[]
167,167,The Gay Critic,['Literary Criticism'],,1996,411.0,,,,,NOT_MATURE,en,"Germany's celebrated iconoclast traces the history of sexuality in European literature, from archaic Greece to contemporary France.",http://books.google.com/books/content?id=sL6EAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Hubert Fichte'],[44],[]
168,168,Detlev's Imitations,['Fiction'],Serpents Tail,1992,255.0,,,,,NOT_MATURE,en,"Detlev, half Jewish and fatherless, survives the Hamburg firestorm of 1943 to become a child actor in the postwar years of hunger. The boy Detlev is also the man Jäcki living the explosion of gay culture and student revolt in Hamburg in 1968. Detlev's Imitations is a sentimental education, an investigation of the possibilities and limits of language, an ethnography of sexual cultures, a novel of Hamburg and a poetic documentation of postwar German history.",http://books.google.com/books/content?id=XHUhAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Hubert Fichte'],[44],[]
169,169,Selected Writings Of Jean Genet,['Poetry'],Harper Collins,1995-05-01,480.0,,,,,NOT_MATURE,en,"Excerpts from the novels, plays, and poems of the French convict, prostitute, and literary artist join notes from his film, The Penal Colony, letters, essays, and a rare interview, all edited by a contemporary biographer.",http://books.google.com/books/content?id=o_oHLRPt8EAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Jean Genet'],[51],"[131, 235]"
170,170,Miracle of the Rose,['Fiction'],"Grove/Atlantic, Inc.",1994-01-13,291.0,https://play.google.com/store/books/details?id=dVxF1ksBYa0C&rdid=book-dVxF1ksBYa0C&rdot=1&source=gbs_api,16.99,4.0,2.0,NOT_MATURE,en,"“One of the greatest achievements of modern literature.”—Richard Howard “A major achievement . . . . Genet transforms experiences of degradation into spiri­tual exercises and hoodlums into bearers of the majesty of love.”—Saturday Review “Genet can use a brutal phraseology that makes prison life specific and immediate. Yet through his singular sensibility, these elements are transmuted into something fragile, rare, beautiful.”—The New York Times “This book recreates for the reader Genet’s magic world, one of dazzling beauty charged with novelty and excitement.”—Bettina Knapp “Genet would have deserved international standing for this novel alone. . . . He succeeds to an amazing degree in creating poetry from the profoundest degradation.”—The Times (London)",http://books.google.com/books/content?id=dVxF1ksBYa0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Jean Genet'],[51],[]
171,171,The Balcony,['Drama'],Grove Press,1966,96.0,,,3.5,4.0,NOT_MATURE,en,The clients of a French brothel act out their fantasies while a revolution rages in the city,http://books.google.com/books/content?id=Yk2Yy_-x5NYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Jean Genet'],[51],[224]
172,172,Our Lady of the Flowers,['Fiction'],Open Road + Grove/Atlantic,1994-01-12,320.0,https://play.google.com/store/books/details?id=FjBKXGjN7xgC&rdid=book-FjBKXGjN7xgC&rdot=1&source=gbs_api,15.99,4.0,5.0,NOT_MATURE,en,"The shattering novel of underground life the New York Times called “a cry of rapture and horror . . . the purest lyrical genius.” Jean Genet’s debut novel Our Lady of the Flowers, which is often considered to be his masterpiece, was written entirely in the solitude of a prison cell. A semi- autobiographical account of one man’s journey through the Paris demi-monde, dubbed “the epic of masturbation” by no less a figure than Jean-Paul Sartre, the novel’s exceptional value lies in its exquisite ambiguity.",http://books.google.com/books/content?id=FjBKXGjN7xgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Jean Genet'],[51],[]
173,173,The Blacks: A Clown Show,['Drama'],Open Road + Grove/Atlantic,1994-01-18,128.0,https://play.google.com/store/books/details?id=ahJa6pEfl3gC&rdid=book-ahJa6pEfl3gC&rdot=1&source=gbs_api,12.99,,,NOT_MATURE,en,"An English translation of Genet’s classic symbolic drama, first performed in Paris in 1959. France’s master of the absurd explores racial prejudice and stereotypes using the framework of a play within a play. The New York Times hailed The Blacks as “one of the most original and stimulating evenings Broadway or Off Broadway has to offer,” while Newsweek raved that Genet’s plays “constitute a body of work unmatched for poetic and theatrical power.” “Genet’s investigation of the color black begins where most plays of this burning theme leave off. . . . This vastly gifted Frenchman uses shocking words and images to cry out at the pretensions and injustices of our world.” —Howard Taubman, The New York Times",http://books.google.com/books/content?id=ahJa6pEfl3gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Jean Genet'],[51],[]
174,174,The Screens,['Fiction'],"Grove/Atlantic, Inc.",1994-01-20,210.0,https://play.google.com/store/books/details?id=xK3SDwAAQBAJ&rdid=book-xK3SDwAAQBAJ&rdot=1&source=gbs_api,14.99,,,NOT_MATURE,en,"From the acclaimed author of The Balcony: “A play of epic range, of original and devastating theatrical effect...a tidal wave of total theater” (Jack Kroll, Newsweek). Jean Genet was one of the world’s greatest contemporary dramatists, and his last play, The Screens, is his crowning achievement. It strikes a powerful, closing chord to the formidable theatrical work that began with Deathwatch and continued, with even bolder variations, in The Maids, The Balcony, and The Blacks. A philosophical satire of colonization, military power, and morality itself, The Screens is an epic tale of despicable outcasts whose very hatefulness becomes a galvanizing force of rebellion during the Algerian War. The play’s cast of over fifty characters moves through seventeen scenes, the world of the living breaching the world of the dead by means of shifting the screens—the only scenery—in a brilliant tour de force of spectacle and drama.",http://books.google.com/books/content?id=xK3SDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Jean Genet'],[51],[]
175,175,Prisoner of Love,['Biography & Autobiography'],New York Review of Books,2003,430.0,,,4.0,1.0,NOT_MATURE,en,"Follows the late author's experiences and observations as a visitor to an early 1970s Palestinian refugee camp, in a lyrical and philosophical account that offers insight into the Palestinian cause and the Middle Eastern conflict. Original.",http://books.google.com/books/content?id=zXM0px02-WEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Jean Genet'],[51],[]
176,176,Extra Innings,['Biography & Autobiography'],Open Road Media,2014-12-02,294.0,https://play.google.com/store/books/details?id=no7CBAAAQBAJ&rdid=book-no7CBAAAQBAJ&rdot=1&source=gbs_api,10.99,,,NOT_MATURE,en,"A New York Times Notable Book: A moving glimpse of a life shrewdly examined Extra Innings follows a year in the life of Doris Grumbach, beginning with the release of her previous memoir and journal, Coming into the End Zone, and revealing that the devoted essayist, novelist, and critic possesses as keen an eye in her seventies as she did when she wrote The Spoil of Flowers thirty years earlier. Grumbach details each passing month and the trials and tribulations therein. Age and experience have tempered her anger, allowing her to view the world in a rosier light than she has before. In this eventful period that concludes with her move from Washington, DC, to Maine, Grumbach travels between signings and speeches, describes her home life in a new state, and deals not only with her own mortality, but with that of her daughter. Grumbach’s wisdom and wit endure as she looks back on her own memories, seeing the world as only Doris Grumbach can.",http://books.google.com/books/content?id=no7CBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach'],[54],[]
177,177,Fifty Days of Solitude,['Biography & Autobiography'],Open Road Media,2014-12-02,105.0,https://play.google.com/store/books/details?id=DY_CBAAAQBAJ&rdid=book-DY_CBAAAQBAJ&rdot=1&source=gbs_api,17.99,3.0,3.0,NOT_MATURE,en,"A New York Times Notable Book: To truly understand herself, Doris Grumbach embraces solitude With a busy career as a novelist, essayist, reviewer, and bookstore owner, Doris Grumbach has little opportunity to be alone. However, after seventy-five years on the planet, she finally has her chance: Her partner has departed for an extended book-buying trip, and Grumbach has been given fifty days to relax, think, and write about her experience. In this graceful memoir, Grumbach delicately balances the beauty of turning one’s back on everything with the hardship of complete aloneness. Even as she attends church and collects her mail, she moves like a shadow, speaking to no one. Left only to her books and music in the midst of a Maine winter, she must look within herself for solace. The result of this reflection is a powerful meditation on the meaning of aging, writing, and one’s own company—and reaffirmation of the power of friends and companionship.",http://books.google.com/books/content?id=DY_CBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach'],[54],[]
